Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-30T00:09:57.174Z","On-Demand","composer-1","No","9819","63506","230103","808","304236","0.09"
"2025-10-29T23:43:58.321Z","On-Demand","composer-1","No","70050","41914","398795","9575","520334","0.22"
"2025-10-29T23:12:45.013Z","On-Demand","claude-4.5-sonnet-thinking","No","51558","294902","120747","12702","479909","0.40"
"2025-10-29T22:47:31.919Z","On-Demand","composer-1","No","27525","143548","1563908","4733","1739714","0.00"
"2025-10-29T22:41:28.521Z","On-Demand","composer-1","No","19234","133341","844787","4455","1001817","0.00"
"2025-10-29T22:39:40.365Z","On-Demand","composer-1","No","33626","121579","495643","3596","654444","0.00"
"2025-10-29T22:38:50.674Z","Aborted, Not Charged","composer-1","No","0","0","0","0","0","0.00"
"2025-10-29T22:33:07.338Z","On-Demand","composer-1","No","37948","2021","1421620","6040","1467629","0.00"
"2025-10-29T22:23:14.952Z","On-Demand","composer-1","No","91477","78352","642694","6042","818565","0.00"
"2025-10-29T22:19:57.735Z","On-Demand","composer-1","No","3876","69071","147840","6577","227364","0.00"
"2025-10-29T22:14:47.092Z","On-Demand","composer-1","No","69277","56611","203702","2990","332580","0.00"
"2025-10-29T22:05:46.471Z","On-Demand","composer-1","No","125727","416823","443000","25208","1010758","0.00"
"2025-10-29T21:58:28.214Z","On-Demand","composer-1","No","41104","4705","2869981","5831","2921621","0.00"
"2025-10-29T21:56:08.645Z","On-Demand","composer-1","No","25018","125480","725549","2441","878488","0.00"
"2025-10-29T21:15:42.832Z","On-Demand","composer-1","No","16032","104518","1259162","3507","1383219","0.00"
"2025-10-29T21:14:38.946Z","On-Demand","composer-1","No","35391","103972","580878","2220","722461","0.00"
"2025-10-29T21:12:15.420Z","On-Demand","composer-1","No","112024","75401","872732","3656","1063813","0.00"
"2025-10-29T21:04:33.968Z","On-Demand","agent_review","No","55554","2","10586","291","66433","0.07"
"2025-10-29T21:04:15.064Z","On-Demand","agent_review","No","113135","23","269709","694","383561","0.16"
"2025-10-29T20:55:13.339Z","On-Demand","agent_review","No","80726","27","696413","2862","780028","0.18"
"2025-10-29T20:18:55.192Z","On-Demand","composer-1","No","0","141405","1228080","7998","1377483","0.00"
"2025-10-29T20:12:59.957Z","On-Demand","composer-1","No","0","213396","1960760","4192","2178348","0.00"
"2025-10-29T20:10:35.158Z","On-Demand","composer-1","No","0","143922","1904034","5026","2052982","0.00"
"2025-10-29T20:09:34.325Z","On-Demand","composer-1","No","0","134762","1140366","1446","1276574","0.00"
"2025-10-29T20:08:04.484Z","On-Demand","composer-1","No","0","273458","949723","1468","1224649","0.00"
"2025-10-29T19:53:51.470Z","Included","grok-code-fast-1","No","0","1031968","7081458","11491","8124917","0.37"
"2025-10-29T19:01:43.138Z","On-Demand","gemini-2.5-pro","No","0","14488","75246","296","90030","0.03"
"2025-10-29T18:58:50.252Z","On-Demand","gemini-2.5-pro","No","0","130990","218720","1265","350975","0.16"
"2025-10-29T18:15:31.836Z","On-Demand","claude-4.5-sonnet-thinking","No","56962","39651","1422329","21639","1540581","0.98"
"2025-10-29T18:12:57.007Z","On-Demand","claude-4.5-sonnet-thinking","No","44860","4381","171407","1423","222071","0.24"
"2025-10-29T18:08:22.933Z","On-Demand","claude-4.5-sonnet-thinking","No","12383","808","95673","1507","110371","0.10"
"2025-10-29T01:19:38.218Z","Included","grok-code-fast-1","No","0","48","62272","69","62389","0.001"
"2025-10-29T01:19:06.793Z","Included","grok-code-fast-1","No","0","20","61632","80","61732","0.001"
"2025-10-29T01:19:01.061Z","Errored, Not Charged","grok-code-fast-1","No","0","0","0","0","0","0.00"
"2025-10-29T01:18:12.718Z","Included","grok-code-fast-1","No","0","95","60672","66","60833","0.001"
"2025-10-29T01:16:34.593Z","Included","grok-code-fast-1","No","0","20","58176","36","58232","0.001"
"2025-10-29T01:15:02.791Z","Included","grok-code-fast-1","No","0","143","73088","63","73294","0.002"
"2025-10-29T01:10:34.028Z","Included","grok-code-fast-1","No","0","14228","58944","39","73211","0.004"
"2025-10-29T01:08:09.062Z","Included","grok-code-fast-1","No","0","50","58176","35","58261","0.001"
"2025-10-29T00:58:47.551Z","Included","grok-code-fast-1","No","0","33","58176","35","58244","0.001"
"2025-10-29T00:57:10.494Z","Included","grok-code-fast-1","No","0","4567","53632","50","58249","0.002"
"2025-10-29T00:47:54.526Z","Included","grok-code-fast-1","No","0","43416","8064","143","51623","0.01"
"2025-10-29T00:47:30.541Z","Included","grok-code-fast-1","No","0","36400","5376","179","41955","0.01"
"2025-10-29T00:47:20.446Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-29T00:45:52.207Z","On-Demand","gemini-2.5-pro","No","0","3890","44339","271","48500","0.01"
"2025-10-29T00:40:57.671Z","On-Demand","gemini-2.5-pro","No","0","41323","3377","248","44948","0.05"
"2025-10-29T00:27:41.584Z","On-Demand","gemini-2.5-pro","No","0","7590","22004","620","30214","0.02"
"2025-10-29T00:21:02.577Z","On-Demand","gemini-2.5-pro","No","0","470","20280","552","21302","0.01"
"2025-10-29T00:20:40.077Z","On-Demand","gemini-2.5-pro","No","0","5827","14406","59","20292","0.01"
"2025-10-29T00:18:32.881Z","On-Demand","gemini-2.5-pro","No","0","2427","13445","101","15973","0.01"
"2025-10-29T00:13:09.303Z","On-Demand","gemini-2.5-pro","No","0","9453","57107","933","67493","0.03"
"2025-10-29T00:10:27.866Z","On-Demand","gemini-2.5-pro","No","0","15027","42186","1044","58257","0.03"
"2025-10-29T00:00:21.149Z","On-Demand","gemini-2.5-pro","No","0","43964","0","627","44591","0.06"
"2025-10-28T23:39:59.446Z","On-Demand","gemini-2.5-pro","No","0","4929","37184","83","42196","0.01"
"2025-10-28T23:38:53.463Z","On-Demand","gemini-2.5-pro","No","0","8819","30043","839","39701","0.02"
"2025-10-28T23:35:23.993Z","On-Demand","gemini-2.5-pro","No","0","15900","16200","69","32169","0.02"
"2025-10-28T23:34:11.913Z","On-Demand","gemini-2.5-pro","No","0","13078","2682","93","15853","0.02"
"2025-10-28T23:31:15.132Z","On-Demand","gemini-2.5-pro","No","0","4083","40706","117","44906","0.01"
"2025-10-28T23:30:11.844Z","Included","claude-4-sonnet","No","0","6697","0","132","6829","0.02"
"2025-10-28T23:25:24.489Z","On-Demand","gemini-2.5-pro","No","0","42086","0","55","42141","0.05"
"2025-10-28T22:48:20.600Z","On-Demand","gemini-2.5-pro","No","0","2378","13425","63","15866","0.01"
"2025-10-28T22:41:31.676Z","On-Demand","gemini-2.5-pro","No","0","3624","104997","684","109305","0.02"
"2025-10-28T22:38:57.545Z","Errored, Not Charged","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-10-28T22:33:16.111Z","On-Demand","gemini-2.5-pro","No","0","102228","0","1680","103908","0.14"
"2025-10-28T22:30:35.951Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-28T22:29:08.607Z","Included","grok-code-fast-1","No","0","214","89152","56","89422","0.002"
"2025-10-28T22:26:49.379Z","Included","grok-code-fast-1","No","0","83974","5376","28","89378","0.02"
"2025-10-28T22:16:47.765Z","On-Demand","gemini-2.5-pro","No","0","2550","84815","324","87689","0.02"
"2025-10-28T22:13:31.029Z","On-Demand","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-10-28T22:09:41.912Z","On-Demand","claude-4.5-sonnet-thinking","No","76826","295","6523","641","84285","0.30"
"2025-10-28T22:00:21.114Z","On-Demand","gemini-2.5-pro","No","0","76548","0","1395","77943","0.11"
"2025-10-28T21:38:45.339Z","On-Demand","claude-4.5-sonnet-thinking","No","149009","21602","91661","11835","274107","0.77"
"2025-10-28T21:37:52.244Z","On-Demand","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-28T21:34:21.519Z","On-Demand","claude-4.5-sonnet-thinking","No","49106","249","6523","3352","59230","0.24"
"2025-10-28T21:33:01.501Z","On-Demand","gemini-2.5-pro","No","0","50218","0","2354","52572","0.09"
"2025-10-28T21:17:33.658Z","On-Demand","claude-4.5-sonnet-thinking","No","46289","175","6523","3226","56213","0.22"
"2025-10-28T20:54:22.495Z","On-Demand","claude-4.5-sonnet-thinking","No","46735","145","0","17080","63960","0.43"
"2025-10-28T20:16:31.668Z","On-Demand","claude-4.5-sonnet-thinking","No","45456","3891","73542","8685","131574","0.32"
"2025-10-28T19:00:17.773Z","On-Demand","claude-4.5-sonnet-thinking","No","73225","75557","8521","11617","168920","0.40"
"2025-10-28T18:48:08.830Z","On-Demand","claude-4.5-sonnet-thinking","No","66756","68911","8476","9534","153677","0.38"
"2025-10-28T18:40:37.524Z","Included","grok-code-fast-1","No","0","64137","118014","6209","188360","0.03"
"2025-10-28T18:39:24.103Z","Included","grok-code-fast-1","No","0","117189","183611","5481","306281","0.04"
"2025-10-28T18:31:15.950Z","On-Demand","claude-4.5-sonnet-thinking","No","48303","34498","93009","8845","184655","0.35"
"2025-10-28T18:27:10.659Z","On-Demand","claude-4.5-sonnet-thinking","No","30782","1858","74844","4574","112058","0.21"
"2025-10-28T18:03:30.455Z","Included","grok-code-fast-1","No","0","250461","2014415","2464","2267340","0.10"
"2025-10-28T18:00:54.259Z","Included","grok-code-fast-1","No","0","531853","756784","1355","1289992","0.13"
"2025-10-28T17:44:57.795Z","Included","grok-code-fast-1","No","0","509628","4482054","4723","4996405","0.21"
"2025-10-28T17:44:24.752Z","Included","grok-code-fast-1","No","0","194456","7418","1318","203192","0.05"
"2025-10-28T17:31:42.189Z","Included","grok-code-fast-1","No","0","854326","3002767","3978","3861071","0.24"
"2025-10-28T17:28:17.838Z","Included","grok-code-fast-1","No","0","66099","774373","4069","844541","0.04"
"2025-10-28T17:24:37.496Z","Included","grok-code-fast-1","No","0","255745","1432272","13246","1701263","0.11"
"2025-10-28T17:21:35.792Z","Included","grok-code-fast-1","No","0","150959","526454","8366","685779","0.06"
"2025-10-28T17:18:53.103Z","On-Demand","gemini-2.5-pro","No","0","65842","296848","855","363545","0.09"
"2025-10-28T17:18:24.466Z","On-Demand","gemini-2.5-pro","No","0","63310","138190","202","201702","0.06"
"2025-10-28T17:14:02.015Z","On-Demand","gemini-2.5-pro","No","0","110803","1185","807","112795","0.11"
"2025-10-28T17:12:06.271Z","Included","grok-code-fast-1","No","0","67393","594533","1546","663472","0.03"
"2025-10-28T17:10:12.498Z","Included","grok-code-fast-1","No","0","154117","983272","1723","1139112","0.06"
"2025-10-28T17:08:48.268Z","Included","grok-code-fast-1","No","0","86824","312430","3296","402550","0.03"
"2025-10-28T17:06:12.917Z","Included","grok-code-fast-1","No","0","256919","1537794","4351","1799064","0.09"
"2025-10-28T17:00:41.059Z","On-Demand","claude-4.5-sonnet-thinking","No","22523","18452","74510","8692","124177","0.24"
"2025-10-28T16:59:54.209Z","On-Demand","claude-4.5-sonnet-thinking","No","43427","2892","68611","1195","116125","0.20"
"2025-10-28T16:52:47.842Z","Included","grok-code-fast-1","No","0","27538","74280","7569","109387","0.03"
"2025-10-28T16:49:47.541Z","Included","grok-code-fast-1","No","0","59739","40720","6417","106876","0.03"
"2025-10-28T16:49:39.927Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-28T16:11:17.852Z","On-Demand","claude-4.5-sonnet-thinking","No","33447","1734","162918","5249","203348","0.25"
"2025-10-28T15:18:54.429Z","On-Demand","gemini-2.5-pro","No","0","37722","1189","1522","40433","0.06"
"2025-10-28T15:18:46.249Z","On-Demand","gemini-2.5-pro","No","0","22532","1189","23","23744","0.01"
"2025-10-28T15:15:38.338Z","On-Demand","gemini-2.5-pro","No","0","26029","28865","3012","57906","0.03"
"2025-10-28T15:10:59.641Z","On-Demand","gemini-2.5-pro","No","0","22620","28915","1997","53532","0.03"
"2025-10-28T15:05:58.477Z","On-Demand","gemini-2.5-pro","No","0","32717","20759","2036","55512","0.06"
"2025-10-28T15:04:11.593Z","Included","grok-code-fast-1","No","0","48582","3385","1717","53684","0.01"
"2025-10-28T15:00:00.208Z","Included","grok-code-fast-1","No","0","48888","3434","1489","53811","0.01"
"2025-10-28T14:58:41.552Z","Included","grok-code-fast-1","No","0","21048","31128","2494","54670","0.01"
"2025-10-28T14:51:09.029Z","Included","grok-code-fast-1","No","0","45651","3447","1251","50349","0.01"
"2025-10-28T14:45:21.102Z","Included","grok-code-fast-1","No","0","37595","7305","3668","48568","0.02"
"2025-10-28T14:41:21.024Z","Included","grok-code-fast-1","No","0","21992","33270","2487","57749","0.01"
"2025-10-28T14:39:04.277Z","Included","grok-code-fast-1","No","0","48744","3387","1258","53389","0.01"
"2025-10-28T14:35:02.495Z","On-Demand","gemini-2.5-pro","No","0","43875","7678","3517","55070","0.06"
"2025-10-28T14:34:53.026Z","On-Demand","gemini-2.5-pro","No","0","17952","677","18","18647","0.01"
"2025-10-28T14:29:36.382Z","On-Demand","gemini-2.5-pro","No","0","40859","5754","2316","48929","0.05"
"2025-10-28T14:22:37.271Z","On-Demand","gemini-2.5-pro","No","0","43449","2273","3872","49594","0.06"
"2025-10-28T14:19:48.743Z","On-Demand","gemini-2.5-pro","No","0","35851","1970","1709","39530","0.05"
"2025-10-28T14:19:38.375Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","1561","11953","28","13542","0.001"
"2025-10-28T14:19:33.044Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","1561","11953","28","13542","0.001"
"2025-10-28T14:17:38.726Z","Included","grok-code-fast-1","No","0","29306","7327","1399","38032","0.01"
"2025-10-28T14:14:53.537Z","Included","grok-code-fast-1","No","0","29328","29367","1408","60103","0.01"
"2025-10-28T14:09:57.781Z","On-Demand","gemini-2.5-pro","No","0","35547","1922","1546","39015","0.05"
"2025-10-28T13:04:34.051Z","On-Demand","gemini-2.5-pro","No","0","32062","1254","1419","34735","0.04"
"2025-10-28T12:58:16.529Z","On-Demand","claude-4.5-sonnet-thinking","No","7745","1224","50755","3279","63003","0.09"
"2025-10-28T12:56:32.072Z","On-Demand","claude-4.5-sonnet-thinking","No","18214","1499","23354","3337","46404","0.13"
"2025-10-28T12:54:59.818Z","On-Demand","gemini-2.5-pro","No","0","28489","51650","1168","81307","0.05"
"2025-10-28T12:46:16.081Z","On-Demand","gemini-2.5-pro","No","0","189416","1195","1271","191882","0.17"
"2025-10-28T12:39:04.436Z","On-Demand","gemini-2.5-pro","No","0","183789","2130","3889","189808","0.17"
"2025-10-28T12:28:11.142Z","Included","grok-code-fast-1","No","0","168364","7499","4339","180202","0.05"
"2025-10-28T12:27:42.180Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","81150","1353","2057","84560","0.03"
"2025-10-28T12:22:31.142Z","On-Demand","gpt-5-high","No","0","176976","2121","4499","183596","0.17"
"2025-10-28T12:22:12.267Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","2184","80319","2023","84526","0.01"
"2025-10-28T12:22:07.066Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","81150","1353","2023","84526","0.03"
"2025-10-28T11:39:35.707Z","On-Demand","gemini-2.5-pro","No","0","82506","102848","1269","186623","0.05"
"2025-10-28T11:37:02.326Z","Errored, Not Charged","gemini-2.5-pro","No","0","3636","101999","702","106337","0.02"
"2025-10-28T11:32:12.148Z","On-Demand","gemini-2.5-pro","No","0","179167","1940","1101","182208","0.16"
"2025-10-28T11:24:38.938Z","On-Demand","gemini-2.5-pro","No","0","85159","195153","388","280700","0.06"
"2025-10-28T11:22:47.260Z","On-Demand","gemini-2.5-pro","No","0","77249","98112","1384","176745","0.05"
"2025-10-28T11:19:59.873Z","On-Demand","gemini-2.5-pro","No","0","169587","5696","1807","177090","0.15"
"2025-10-28T10:54:41.085Z","On-Demand","gemini-2.5-pro","No","0","167620","5667","1548","174835","0.15"
"2025-10-28T10:47:57.043Z","On-Demand","gemini-2.5-pro","No","0","73762","93037","1206","168005","0.05"
"2025-10-28T10:46:20.068Z","On-Demand","gemini-2.5-pro","No","0","180716","1905","584","183205","0.15"
"2025-10-27T17:51:28.927Z","On-Demand","gemini-2.5-pro","No","0","77674","86683","1575","165932","0.06"
"2025-10-27T17:50:34.230Z","On-Demand","gemini-2.5-pro","No","0","149556","89594","940","240090","0.16"
"2025-10-27T17:21:29.037Z","On-Demand","gemini-2.5-pro","No","0","171589","19314","1932","192835","0.18"
"2025-10-27T17:18:46.657Z","On-Demand","gemini-2.5-pro","No","0","51702","1326","229","53257","0.07"
"2025-10-27T17:10:23.207Z","On-Demand","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-10-27T17:09:59.088Z","On-Demand","gemini-2.5-pro","No","0","72279","642","99","73020","0.09"
"2025-10-27T17:01:27.503Z","On-Demand","claude-4.5-sonnet-thinking","No","79960","2449","479704","5670","567783","0.53"
"2025-10-27T00:07:45.720Z","On-Demand","claude-4.5-sonnet-thinking","No","114221","62180","226703","1945","405049","0.53"
"2025-10-27T00:03:20.240Z","On-Demand","gemini-2.5-pro","No","0","147206","1974","3165","152345","0.14"
"2025-10-26T23:58:51.366Z","On-Demand","gemini-2.5-pro","No","0","59395","87281","1803","148479","0.05"
"2025-10-26T23:57:46.219Z","On-Demand","gemini-2.5-pro","No","0","144154","257452","856","402462","0.21"
"2025-10-26T23:48:16.931Z","On-Demand","gemini-2.5-pro","No","0","152470","426973","1144","580587","0.28"
"2025-10-26T23:43:45.855Z","On-Demand","gpt-5-high","No","0","127273","1895","1833","131001","0.12"
"2025-10-26T23:22:30.668Z","On-Demand","claude-4.5-sonnet-thinking","No","436552","152315","5305898","29141","5923906","3.55"
"2025-10-26T23:08:26.298Z","On-Demand","claude-4.5-sonnet-thinking","No","12737","71721","1404170","5263","1493891","0.56"
"2025-10-26T23:04:52.356Z","On-Demand","claude-4.5-sonnet-thinking","No","11601","62300","924427","3201","1001529","0.38"
"2025-10-26T23:03:59.255Z","On-Demand","claude-4.5-sonnet-thinking","No","645","62131","111547","1114","175437","0.06"
"2025-10-26T23:03:01.838Z","On-Demand","claude-4.5-sonnet-thinking","No","93521","60664","17911","614","172710","0.37"
"2025-10-26T23:02:19.011Z","On-Demand","gpt-5","No","0","125115","26938","864","152917","0.10"
"2025-10-26T23:00:42.889Z","On-Demand","gemini-2.5-pro","No","0","152069","1904","567","154540","0.13"
"2025-10-26T22:50:03.016Z","On-Demand","claude-4.5-sonnet-thinking","No","180246","223093","2975369","24914","3403622","1.89"
"2025-10-26T22:47:11.208Z","On-Demand","claude-4.5-sonnet-thinking","No","16756","107410","1298477","6091","1428734","0.55"
"2025-10-26T22:44:46.098Z","On-Demand","claude-4.5-sonnet-thinking","No","140697","106544","8602","1139","256982","0.56"
"2025-10-26T22:42:43.920Z","On-Demand","gemini-2.5-pro","No","0","236463","1173","871","238507","0.19"
"2025-10-26T22:42:12.906Z","On-Demand","claude-4.5-sonnet-thinking","No","9505","96807","290904","744","397960","0.15"
"2025-10-26T22:40:02.438Z","On-Demand","claude-4.5-sonnet-thinking","No","4938","92768","706324","2135","806165","0.28"
"2025-10-26T22:37:52.084Z","On-Demand","claude-4.5-sonnet-thinking","No","13201","81182","1214294","1854","1310531","0.45"
"2025-10-26T22:34:48.502Z","On-Demand","claude-4.5-sonnet-thinking","No","13631","69553","598666","2158","684008","0.27"
"2025-10-26T22:33:49.551Z","On-Demand","claude-4.5-sonnet-thinking","No","112688","59546","767142","1615","940991","0.69"
"2025-10-26T22:32:09.035Z","On-Demand","gemini-2.5-pro","No","0","71295","166086","593","237974","0.08"
"2025-10-26T22:30:25.270Z","On-Demand","gemini-2.5-pro","No","0","57606","223943","1163","282712","0.10"
"2025-10-26T22:26:46.574Z","On-Demand","gemini-2.5-pro","No","0","207873","178270","1007","387150","0.18"
"2025-10-26T22:25:35.175Z","On-Demand","gemini-2.5-pro","No","0","133495","178123","724","312342","0.08"
"2025-10-26T22:24:09.324Z","On-Demand","gemini-2.5-pro","No","0","138832","332205","325","471362","0.14"
"2025-10-26T22:22:34.536Z","On-Demand","gemini-2.5-pro","No","0","2067","166131","1935","170133","0.07"
"2025-10-26T22:21:26.290Z","On-Demand","gemini-2.5-pro","No","0","123778","162266","1311","287355","0.09"
"2025-10-26T22:19:17.033Z","On-Demand","gemini-2.5-pro","No","0","137563","288358","863","426784","0.15"
"2025-10-26T22:18:05.365Z","On-Demand","gemini-2.5-pro","No","0","119527","267468","666","387661","0.13"
"2025-10-26T22:14:53.954Z","On-Demand","gemini-2.5-pro","No","0","101151","255069","2409","358629","0.13"
"2025-10-26T22:12:56.954Z","On-Demand","gemini-2.5-pro","No","0","100222","115144","1253","216619","0.08"
"2025-10-26T22:11:38.851Z","On-Demand","gemini-2.5-pro","No","0","316635","1963","867","319465","0.32"
"2025-10-26T21:51:53.821Z","On-Demand","gemini-2.5-pro","No","0","57968","83611","9336","150915","0.17"
"2025-10-26T21:50:34.375Z","On-Demand","gemini-2.5-pro","No","0","72116","77882","1591","151589","0.11"
"2025-10-26T21:41:17.816Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","212063","2197","2837056","8562","3059878","1.77"
"2025-10-26T21:36:10.075Z","On-Demand","gpt-5","No","0","109900","1895707","7606","2013213","0.34"
"2025-10-26T21:33:33.915Z","On-Demand","gpt-5","No","0","99797","499466","1742","601005","0.11"
"2025-10-26T21:20:29.237Z","On-Demand","gpt-5","No","0","80316","451354","2337","534007","0.10"
"2025-10-26T21:17:04.337Z","On-Demand","gpt-5","No","0","177133","553786","1282","732201","0.22"
"2025-10-26T21:16:48.225Z","Errored, Not Charged","gemini-2.5-pro","No","0","832","69413","47","70292","0.003"
"2025-10-26T21:16:39.412Z","Errored, Not Charged","gemini-2.5-pro","No","0","69049","1196","47","70292","0.01"
"2025-10-26T21:13:44.521Z","On-Demand","claude-4.5-sonnet-thinking","No","113365","65135","1261028","3296","1442824","0.86"
"2025-10-26T21:11:01.177Z","On-Demand","claude-4.5-sonnet-thinking","No","106418","54856","1517370","7608","1686252","0.98"
"2025-10-26T21:04:18.326Z","On-Demand","claude-4.5-sonnet-thinking","No","19050","41844","1106398","21079","1188371","0.59"
"2025-10-26T21:03:24.150Z","On-Demand","claude-4.5-sonnet-thinking","No","1091","41733","84631","911","128366","0.05"
"2025-10-26T21:02:36.699Z","On-Demand","claude-4.5-sonnet-thinking","No","82755","40586","1201","264","124806","0.32"
"2025-10-26T20:46:28.595Z","On-Demand","claude-4.5-sonnet-thinking","No","113589","2428","1850831","16758","1983606","1.23"
"2025-10-26T20:45:27.002Z","On-Demand","gemini-2.5-pro","No","0","107471","269530","366","377367","0.11"
"2025-10-26T20:31:39.551Z","On-Demand","gemini-2.5-pro","No","0","126505","247088","200","373793","0.12"
"2025-10-26T20:26:36.031Z","On-Demand","claude-4.5-sonnet-thinking","No","152676","95149","1183315","4348","1435488","1.01"
"2025-10-26T20:16:52.807Z","On-Demand","gemini-2.5-pro","No","0","109944","88761","961","199666","0.08"
"2025-10-26T20:11:31.034Z","On-Demand","gemini-2.5-pro","No","0","156632","89855","3536","250023","0.19"
"2025-10-26T20:05:47.231Z","On-Demand","gemini-2.5-pro","No","0","186008","276382","6624","469014","0.23"
"2025-10-26T19:58:22.631Z","On-Demand","gemini-2.5-pro","No","0","333376","454137","4582","792095","0.51"
"2025-10-26T19:55:04.776Z","On-Demand","gemini-2.5-pro","No","0","82502","108628","2919","194049","0.07"
"2025-10-26T19:48:27.632Z","On-Demand","gemini-2.5-pro","No","0","185226","1934","1484","188644","0.16"
"2025-10-25T14:02:28.708Z","On-Demand","claude-4.5-sonnet-thinking","No","105144","77440","17210","346","200140","0.42"
"2025-10-25T13:58:31.380Z","On-Demand","claude-4.5-sonnet-thinking","No","106614","62306","805857","8422","983199","0.78"
"2025-10-25T13:53:28.592Z","On-Demand","claude-4.5-sonnet-thinking","No","132080","919","908287","16260","1057546","1.01"
"2025-10-25T13:44:34.803Z","On-Demand","claude-4.5-sonnet-thinking","No","2352","81077","420099","1449","504977","0.17"
"2025-10-25T13:41:55.047Z","On-Demand","claude-4.5-sonnet-thinking","No","12459","71039","1052596","3004","1139098","0.42"
"2025-10-25T13:41:00.551Z","On-Demand","claude-4.5-sonnet-thinking","No","126065","69145","251136","1321","447667","0.58"
"2025-10-25T13:36:39.453Z","On-Demand","gemini-2.5-pro","No","0","47979","229332","1922","279233","0.10"
"2025-10-25T13:34:41.832Z","On-Demand","gemini-2.5-pro","No","0","71746","48909","388","121043","0.06"
"2025-10-25T13:26:03.946Z","On-Demand","gemini-2.5-pro","No","0","126747","158973","1721","287441","0.11"
"2025-10-25T13:20:35.663Z","On-Demand","gemini-2.5-pro","No","0","141877","108492","1934","252303","0.12"
"2025-10-25T13:10:32.326Z","Errored, Not Charged","gemini-2.5-pro","No","0","251490","97921","13124","362535","0.47"
"2025-10-25T13:06:47.304Z","On-Demand","gemini-2.5-pro","No","0","60135","192650","3505","256290","0.09"
"2025-10-25T13:05:18.459Z","On-Demand","gemini-2.5-pro","No","0","69367","283839","1593","354799","0.12"
"2025-10-25T13:05:12.709Z","On-Demand","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-10-25T13:02:25.004Z","On-Demand","gemini-2.5-pro","No","0","142670","1223","6124","150017","0.16"
"2025-10-25T12:52:56.775Z","On-Demand","claude-4.5-sonnet-thinking","No","37314","34530","1915378","14150","2001372","0.93"
"2025-10-25T12:50:46.835Z","On-Demand","claude-4.5-sonnet-thinking","No","79050","31306","156984","3624","270964","0.40"
"2025-10-25T12:42:15.397Z","On-Demand","claude-4.5-sonnet-thinking","No","30920","53501","1060949","7990","1153360","0.56"
"2025-10-25T12:40:26.491Z","On-Demand","claude-4.5-sonnet-thinking","No","19874","44410","596841","6702","667827","0.36"
"2025-10-25T12:40:22.963Z","On-Demand","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-25T12:37:34.440Z","On-Demand","claude-4.5-sonnet-thinking","No","77102","41585","664409","5742","788838","0.58"
"2025-10-25T12:24:31.171Z","On-Demand","claude-4.5-sonnet-thinking","No","43860","24551","1490088","15120","1573619","0.84"
"2025-10-25T12:21:58.045Z","On-Demand","claude-4.5-sonnet-thinking","No","60641","8022","317239","4495","390397","0.39"
"2025-10-25T12:15:33.134Z","On-Demand","claude-4.5-sonnet-thinking","No","22858","29966","420354","17689","490867","0.44"
"2025-10-25T12:12:50.356Z","On-Demand","claude-4.5-sonnet-thinking","No","59147","23041","166531","3838","252557","0.33"
"2025-10-25T12:08:49.964Z","On-Demand","claude-4.5-sonnet-thinking","No","41610","5085","114987","1812","163494","0.23"
"2025-10-25T11:37:07.340Z","On-Demand","claude-4.5-sonnet-thinking","No","33526","21475","20926","1812","77739","0.16"
"2025-10-25T11:34:51.476Z","On-Demand","claude-4.5-sonnet-thinking","No","85164","1062","124847","1339","212412","0.38"
"2025-10-24T23:03:10.716Z","On-Demand","gemini-2.5-pro","No","0","153447","332858","1572","487877","0.24"
"2025-10-24T22:38:04.629Z","On-Demand","gemini-2.5-pro","No","0","112773","111475","776","225024","0.12"
"2025-10-24T22:36:19.455Z","On-Demand","gemini-2.5-pro","No","0","74006","450654","4021","528681","0.26"
"2025-10-24T22:36:11.968Z","On-Demand","gemini-2.5-pro","No","0","0","0","0","0","0.00"
"2025-10-24T22:35:28.432Z","On-Demand","gemini-2.5-pro","No","0","19318","80325","630","100273","0.04"
"2025-10-24T22:34:57.296Z","On-Demand","gemini-2.5-pro","No","0","23978","25890","615","50483","0.04"
"2025-10-24T22:05:17.743Z","On-Demand","gpt-5","No","0","64012","78589","378","142979","0.03"
